企業名,法人番号,業種,都道府県,従業員数,設立年,補助金,代表者名,公式URL
旭産業株式会社,1030001060114,カーエアコン用コンプレッサ関連部品の精密加工,埼玉県本庄市沼和田９４８番地,64,,,牛久保尚志,https://www.asahi-sangyo.biz/news/20251023-970/
株式会社イハシエネルギー,1030001063604,石油類小売業,埼玉県越谷市流通団地１丁目１番２号,462,1998,,井橋英蔵,https://ihashi-hd.net
株式会社銚子丸,1040001001199,グルメ回転寿司事業,千葉県千葉市美浜区浜田２丁目３９番地,3287,,,石井憲,
興栄燃料株式会社,1040001002206,石油製品の卸小売、住宅設備機器の販売等,千葉県千葉市中央区新宿２丁目５番１０号,90,1950,,加藤聖教,http://www.koei-e.jp/
千葉テレビ放送株式会社,1040001004838,"◆テレビ番組の制作及び放送
◆地元報道機関としての報道活動
◆顧客の広告宣伝活動をプロデュースする業務
◆イベントの企画",千葉県千葉市中央区都町１丁目１番２５号,71,1970,,青柳洋治,https://www.chiba-tv.com/
株式会社エイシル,1040001009432,,千葉県千葉市中央区新町２４番地９,146,2003,,長谷川雄一,
オネスティオフィスサポート株式会社,1040001011735,,千葉県千葉市若葉区高品町１０７９番２,245,2007,,駒井祐子,
ＡＬＳＯＫ千葉株式会社,1040001008244,警備業,千葉県千葉市花見川区幕張本郷１丁目３番３３号,484,1975,,高野明,http://www.alsok-chiso.co.jp
船橋興産株式会社,1040001019365,廃棄物処理業,千葉県船橋市高瀬町３１番地２,110,1975,,高橋政行,https://funabashikousan.co.jp/
日本サービス株式会社,1040001036451,廃棄物処理業,千葉県松戸市主水新田４７６番地１０,66,1966,,染谷眞之,http://www.ns-k.co.jp/
株式会社丸長青果,1040001036988,,千葉県松戸市小金原６丁目１１番地５,52,1981,,長谷川大介,
株式会社ＮＴＴデータ・エム・シー・エス,1040001036848,"・コンピュータとその関連機器および情報通信ネットワーク利用によるデータ処理に関する受託業務
・コンピュータとその関連機器",千葉県松戸市松戸２０５９番地,116,1973,,飯塚浩,https://www.mcserve.co.jp/
イケア・ジャパン株式会社,1040001021866,ホームファニッシング商品の販売,千葉県船橋市浜町２丁目３番３０号５階,3600,2002,,ペトラファーレ,https://www.ikea.com/jp/ja/
株式会社ジェス,1040001042929,"ビルメンテナンス
人材派遣",千葉県成田市飯田町１０８番９佐野屋ビル２０１号,271,1995,,長谷川直行,
株式会社アイム,1040001042689,空港保安警備の事業,千葉県成田市本三里塚２２５番地１７,354,1990,,宮城盛保,
株式会社ＰＣＥＲ,1040001041971,,千葉県流山市鰭ケ崎４７４番地,70,1990,,小菅敏裕,
株式会社シー・エス・ランバー,1040001057646,,千葉県千葉市花見川区幕張本郷１丁目１６番３号,210,,,中井千代助,
鈴木建設株式会社,1040001061846,建設業・1級建築士事務所,千葉県旭市後草２３６４番地の３,50,1971,,鈴木和彦,
日本設備管理株式会社,1040001066176,ビルメンテナンス業,千葉県柏市高田１３７６番地,196,1971,,林克次,http://www.nihon-setsubi.co.jp/index.html
株式会社アイガー,1010001035258,広告業,東京都千代田区丸の内１丁目９番１号グラントウキョウノースタワー３６階,92,1990,,木田裕士,https://www.field.ne.jp/about/privacy.html
王子エンジニアリング株式会社,1010001039770,王子グループの技術統括業務並びに各種プラントの計画立案・設計・施工,東京都中央区銀座４丁目７番５号,305,1964,,村田英司,
イシグロ株式会社,1010001036925,各種バルブ及び総合配管機材商社,東京都中央区八丁堀４丁目５番８号,1042,1950,,石黒克司,http://www.ishiguro-gr.co.jp/
ザインエレクトロニクス株式会社,1010001044837,,東京都千代田区神田美土代町９番地１,86,,,南洋一郎,
日本紙通商株式会社,1010001045983,"○紙・板紙および紙・板紙関連製品の仕入販売 
○フィルムおよびフィルム関連製品の仕入販売 
○化学工業製品の仕入販売 
",東京都千代田区神田駿河台４丁目６番地,385,1979,,瀬戸昭裕,https://www.np-t.co.jp/
第一高周波工業株式会社,1010001048722,金属製品製造加工,東京都中央区日本橋馬喰町１丁目６番２号,484,1950,,平山鋼太郎,https://dhf.co.jp/
高橋カーテンウォール工業株式会社,1010001049480,プレキャストコンクリートカーテンウォールの設計、製造、施工,東京都中央区日本橋本町１丁目５番４号,192,,,高橋武治,https://www.t-cw.co.jp/
株式会社東洋経済新報社,1010001051874,デジタルメディア事業、雑誌事業、書籍事業、プロモーション事業、データ事業,東京都中央区日本橋本石町１丁目２番１号,327,1921,,山田徹也,https://toyokeizai.net/
東レプラスチック精工株式会社,1010001051932,,東京都中央区日本橋本石町４丁目６番７号,362,1961,,佐藤裕之,
株式会社東証コンピュータシステム,1010001051437,"■金融証券ソリューション
■IR支援サービス
■ITアウトソーシング
■情報セキュリティソリューション
■オフィスソリュ",東京都港区虎ノ門５丁目１３番１号虎ノ門４０ＭＴビル８階,171,1961,,竹林義修,https://www.tcs.co.jp/
東洋熱工業株式会社,1010001051916,管工事業,東京都中央区京橋２丁目５番１２号,843,1937,,谷口昌伸,http://www.tonets.co.jp/
株式会社ナンシン,1010001053053,キャスター、台車等製造販売,東京都中央区日本橋人形町１丁目１７番４号,169,,,諏訪隆博,https://www.nansin.co.jp/
株式会社ビッグアビリティ,1010001055157,,東京都渋谷区代々木２丁目１番１号,278,1982,,大原博,
西川株式会社,1010001053631,"●寝具、寝装品、インテリア用品、ベビー用品等の製造卸売業
●健康機器の製造卸売業
●宝石、貴金属の卸売業
●家具、室内装",東京都中央区日本橋富沢町８番８号,1200,1947,,西川康行,https://www.nishikawa1566.com/
株式会社廣瀬商会,1010001054927,"繊維を中心とした総合商社。
繊維、機械、化成品、防災用品、メディカル製品の販売・リースレンタル、企画、生産管理、
サービ",東京都中央区日本橋３丁目１番１７号,166,1961,,廣瀬慶太郎,http://www.hiroseshokai.co.jp
丸三証券株式会社,1010001057236,金融商品取引業,東京都千代田区麹町３丁目３番６,1112,,,菊地稔,
株式会社東京エコール,1010001059174,,東京都中央区日本橋横山町９番１５号,327,1964,,杉山一徳,
ミツワ電機株式会社,1010001058408,電設資材・住宅設備機器の総合商社,東京都中央区東日本橋２丁目２６番３号,909,1939,,嶋田博,https://www.mitsuwadenki.co.jp/
株式会社ヨネイ,1010001060074,機械器具卸売業,東京都中央区銀座２丁目８番２０号,148,1920,,大田健治,https://www.yonei.co.jp/ryouritsu.html
東京貿易テクノシステム株式会社,1010001061642,,東京都中央区京橋２丁目２番１号,128,1994,,水原弘人,https://www.tbts.co.jp/
日本検査キューエイ株式会社,1010001062013,,東京都中央区入船２丁目１番１号,200,1992,,児島明彦,
株式会社アヴァンティスタッフ,1010001061972,"総合人材サービス会社
・人材派遣
・人材紹介
・アウトソーシング
・一般研修
・語学研修",東京都中央区日本橋兜町６番７号,3000,1984,,黒川良太,http://www.avantistaff.com/
株式会社日本デザインセンター,1010001062302,広告・デザインの企画及び制作,東京都中央区銀座４丁目９番１３号,298,1959,,原研哉,http://www.ndc.co.jp
グローブシップ総合管理株式会社,1010001062434,総合ビル管理,東京都港区芝４丁目１１番３号,150,1973,,新井一広,https://www.gs-tm.jp/
株式会社ジェイック,1010001066022,,東京都千代田区神田神保町１丁目１０１番神保町１０１ビル７階,256,,,兼佐藤剛志,
株式会社第一ビルデイング,1010001065445,"・不動産の賃貸
・不動産の取得、所有および処分
・不動産の管理および賃貸借の受託
・不動産の仲介
・不動産に関する企画・",東京都品川区大崎１丁目２番２号,515,1956,,明石衛,http://www.dai-ichi-building.co.jp/
いちご株式会社,1010001068118,アセットマネジメント、心築、クリーンエネルギー事業,東京都千代田区丸の内２丁目６番１号,237,,,長谷川拓磨,https://www.ichigo.gr.jp/
株式会社一六堂,1010001065395,飲食店の経営,東京都中央区八重洲１丁目６番１号ＴＯＦＲＯＭ・ＹＡＥＳＵ・ＴＯＷＥＲ９階,270,,,柚原洋一,http://www.ichirokudo.com
株式会社パソナ,1010001067359,"・一般および特定労働者派遣業務
・再就職支援事業
・有料職業紹介事業
・インターネットを利用した広告、宣伝に関する企画、",東京都千代田区丸の内１丁目５番１号,3000,1988,,中尾慎太郎,http://www.pasona.co.jp/
株式会社ＮＴＴドコモ,1010001067912,"携帯電話事業を主な事業とし、その主要な営業種目は次のとおりです。
■通信事業
　携帯電話サービス（５G サービス、LTE",東京都千代田区永田町２丁目１１番１号,13896,1991,,吉澤和弘,http://www.nttdocomo.co.jp/
株式会社イーブックイニシアティブジャパン（閉鎖）,1010001069108,,東京都千代田区麹町１丁目１２番地１,211,,,高橋将峰,
株式会社ＩＤＯＭ,1010001069520,自動車販売、買取,東京都千代田区丸の内２丁目７番２号,4000,,,羽鳥由宇介（戸籍名：羽鳥裕介）,
株式会社プロシップ,1010001073852,ソフトウェアパッケージ開発・販売,東京都千代田区飯田橋３丁目８番５号,276,,,鈴木資史,http://www.proship.co.jp/
株式会社フェローテック,1010001075980,,東京都中央区日本橋２丁目３番４号,169,,,賀賢漢,
商船三井テクノトレード株式会社,1010001074512,船舶用の燃料油・潤滑油の販売、各種機器・資材・部品・通信関連機材の販売など,東京都千代田区神田錦町２丁目２番地１,182,1948,,福島正男,https://www.motech.co.jp/
株式会社ＫＰＭＧ　ＦＡＳ,1010001075808,サービス業（アドバイザリー）,東京都千代田区大手町１丁目９番５号,959,2001,,岡田光,https://home.kpmg/jp/ja/home/about/fas.html
株式会社ＲＤサポート,1010001078018,"■労働者派遣事業
■有料職業紹介事業
■シェアリング事業",東京都中央区銀座６丁目２番１号,250,1998,,大澤裕樹,https://www.rdsupport.co.jp/
株式会社アイ・ラーニング,1010001081896,,東京都中央区日本橋箱崎町４番３号,66,1990,,杉山真理子,
フロンティアコンストラクション＆パートナーズ株式会社,1010001083026,建設コンサルティング,東京都港区東新橋１丁目５番２号,1160,2001,,松村力,
レオス・キャピタルワークス株式会社,1010001082655,"投資運用業
投資助言・代理業
第二種金融商品取引業",東京都千代田区丸の内１丁目１１番１号,126,,,藤野英人,https://www.rheos.jp/
株式会社ライトワークス,1010001084197,,東京都千代田区麹町５丁目３番３号,150,1995,,江口夏郎,
株式会社トレードワークス,1010001085245,,東京都港区赤坂５丁目２番２０号,154,1999,,齋藤正勝,
ランスタッド株式会社,1010001084148,総合人材サービス（人材派遣、人材紹介、アウトソーシング、再就職支援）,東京都千代田区紀尾井町４番１号,2986,1980,,猿谷哲,https://www.randstad.co.jp/sdgs/diversity.html
東洋炭素株式会社,1120001050238,"1. 等方性黒鉛その他特殊炭素製品および一般カーボン製品の製造、販売および関連する加工事業
2. 炭素とセラミックス、金",大阪府大阪市西淀川区竹島５丁目７番１２号,961,1947,,兼兼近藤尚孝,http://www.toyotanso.co.jp/
日新興業株式会社,1120001057571,,大阪府大阪市淀川区三国本町１丁目１２番３０号,177,1945,,千種成一郎,
株式会社公文教育研究会,1120001054949,公文式教室・公文式学習法の普及,大阪府大阪市淀川区西中島５丁目６番６号,1983,1981,,田中三教,https://www.kumon.ne.jp/job/culture/environment.html
スミセイ情報システム株式会社,1120001056193,"システムコンサルティング
システム開発、運用管理
ＳＩ事業
ＥＲＰ事業
ネットワーク設計、運用
アウトソーシング
セキュ",大阪府大阪市淀川区宮原４丁目１番１４号,1567,1971,,松本誠,https://www.slcs.co.jp/
日本インターシステムズ株式会社,1120001059320,"(1)ＳＩ事業　　業務改革提案＆開発・受託
(2)ＦＥ事業　　フィールドエンジニアリング
(3)パッケージ事業　　医療機",大阪府大阪市北区曾根崎新地１丁目４番１２号,145,1980,,高橋徹,
エイチ・ツー・オーリテイリング株式会社,1120001059683,,大阪府大阪市北区角田町８番７号,24,,,荒木直也,
株式会社アイビックス関西,1120001059857,ビルメンテナンス業,大阪府大阪市西区京町堀１丁目４番１６号,277,1977,,中村幸広,
積水化学工業株式会社,1120001059650,樹脂加工製品の製造、販売,大阪府大阪市北区西天満２丁目４番４号,4062,1947,,清水郁輔,http://www.sekisui.co.jp
