企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社アサヒビルサービス,3380001004455,,,,味戸 誠一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001004455,人事部 ご採用ご担当者様,,福島県郡山市安積町長久保４丁目１番１０,705,,1967,2026-06-15T17:07:44.573Z
株式会社スズキ自販福島,3380001005552,,,,大津 信浩,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001005552,人事部 ご採用ご担当者様,自動車の販売,福島県郡山市南１丁目７６番地,341,,1972,2026-06-15T17:07:44.591Z
トヨタカローラ福島株式会社,3380001005973,,,,佐藤 慶幸,info@corolla-fukushima.jp,0.4,,,http://www.corolla-fukushima.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001005973,人事部 ご採用ご担当者様,・トヨタ自動車の新車販売 ・各種中古車の販売 ・自動車買取業務 ・リース車両の販売 ・自動車の点検整備、用品販売 ・au,福島県郡山市字川向６１番地,389,,1961,2026-06-15T17:07:44.611Z
株式会社ユニフォームネット,3380001006889,,,,荒川 広志,info@uniform-net.jp,0.4,,,https://www.uniform-net.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001006889,人事部 ご採用ご担当者様,ユニフォームの卸売り、企画営業。,福島県郡山市備前舘１丁目２８番地,101,,1990,2026-06-15T17:07:44.615Z
株式会社兼子組,3380001010131,,,,兼子 聡,info@k-kaneko.co.jp,0.4,,,http://www.k-kaneko.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001010131,人事部 ご採用ご担当者様,総合建設業、不動産業,福島県白河市中山南５番地５０,63,,1969,2026-06-15T17:07:44.643Z
株式会社小名浜包装資材,3380001012615,,,,小沼 郁亙,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001012615,人事部 ご採用ご担当者様,,福島県いわき市小名浜林城字榎町８番１,79,,1976,2026-06-15T17:07:44.663Z
シオヤ産業株式会社,3380001013019,,,,小野 行彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001013019,人事部 ご採用ご担当者様,,福島県いわき市小名浜字古湊２６番地,90,,1962,2026-06-15T17:07:44.664Z
株式会社東日本計算センター,3380001013670,,,,鷺 弘樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001013670,人事部 ご採用ご担当者様,ICTサービス全般（システム導入・開発・保守など）,福島県いわき市平字研町２番地,385,,1965,2026-06-15T17:07:44.686Z
トーホク装美株式会社,3380001013407,,,,高木 宗保,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001013407,人事部 ご採用ご担当者様,総合ビル管理,福島県いわき市平中神谷字大年１番地３,380,,1973,2026-06-15T17:07:44.687Z
株式会社渡辺組,3380001014140,,,,渡辺 大輔,info@wacon21.co.jp,0.4,,,https://www.wacon21.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001014140,人事部 ご採用ご担当者様,土木事業、建築事業、地盤改良事業、デザイン戸建て住宅事業、不動産事業,福島県いわき市常磐関船町１丁目７番地の１４,57,,1949,2026-06-15T17:07:44.698Z
会津鉄道株式会社,3380001017143,,,,佐藤 喜市,info@aizutetsudo.jp,0.4,,,http://www.aizutetsudo.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001017143,人事部 ご採用ご担当者様,「安全・確実・親切」をモットーに、地域住民の足・観光路線として西若松～会津高原尾瀬口間57.4㎞の鉄道の運行をしています,福島県会津若松市材木町１丁目３番２０号,69,,1986,2026-06-15T17:07:44.707Z
渡部産業株式会社,3380001018001,,,,渡部 寛規,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001018001,人事部 ご採用ご担当者様,総合建設業,福島県耶麻郡猪苗代町字芹沢４０４０番地,61,,1973,2026-06-15T17:07:44.724Z
株式会社建堂工業,3380001023018,,,,中野 義久,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001023018,人事部 ご採用ご担当者様,,福島県福島市飯坂町平野字原９番地の１,98,,2013,2026-06-15T17:07:44.752Z
株式会社スタッフアドバンス,3380001020551,,,,渡辺 龍也,info@staffad.co.jp,0.4,,,https://www.staffad.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3380001020551,人事部 ご採用ご担当者様,人材派遣業,福島県二本松市金色４０６－１３－３－８,150,,2011,2026-06-15T17:07:44.765Z
株式会社同仁社,4380001001006,,,,村上 徹,info@dojinsha.jp,0.4,,,http://www.dojinsha.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001001006,人事部 ご採用ご担当者様,1.病院・施設のリネンサプライ及び関連商品の販売 2.ホテル・旅館等のリネンサプライ及び関連商品の販売 3.一般家庭・企,福島県福島市松浪町４番２３号,554,,1962,2026-06-15T17:07:44.798Z
佐藤建材工業株式会社,4380001002508,,,,佐藤 正則,info@sato-kkk.jp,0.4,,,https://sato-kkk.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001002508,人事部 ご採用ご担当者様,山砂及び砂利の採取・販売、砕石の仕入れ・販売、一般土木工事、水道施設工事、解体工事、産業廃棄物の収集・運搬、農業に関する,福島県伊達市伏黒字西本場２７番地の３,71,,1971,2026-06-15T17:07:44.809Z
株式会社ＴＴＫエンジ福島,4380001001501,,,,寺門 光一,info@ttk-g.co.jp,0.4,,,https://www.ttk-g.co.jp/group/fukushima/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001001501,人事部 ご採用ご担当者様,電気通信工事業 電気工事業 警備業,福島県福島市小倉寺字中ノ内１番５,111,,1971,2026-06-15T17:07:44.810Z
トヨタＬ＆Ｆ福島株式会社,4380001005972,,,,中澤 俊,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001005972,人事部 ご採用ご担当者様,産業車両の販売・修理,福島県郡山市字外河原８番地３,91,,1979,2026-06-15T17:07:44.826Z
株式会社東北装美,4380001006013,,,,宮崎 登志行,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001006013,人事部 ご採用ご担当者様,,福島県郡山市並木３丁目５番地の３,390,,1968,2026-06-15T17:07:44.830Z
福島日野自動車株式会社,4380001006533,,,,長嶋 勝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001006533,人事部 ご採用ご担当者様,,福島県郡山市安積町笹川字蜂田５番地１,221,,1988,2026-06-15T17:07:44.833Z
株式会社ローズ・ビルサービス,4380001007003,,,,遠藤 友紀晴,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4380001007003,人事部 ご採用ご担当者様,総合ビル管理・警備,福島県郡山市深沢１丁目２番８号,467,,1977,2026-06-15T17:07:44.839Z
株式会社シンニッタン,2050001024009,,,,平山 泰行,info@snt.co.jp,0.4,,,https://www.snt.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001024009,人事部 ご採用ご担当者様,自動車・建設機械向け鍛造品、仮設機材、物流用容器製造販売,茨城県高萩市大字上手綱３３３３番地３,220,,,2026-06-15T17:07:44.895Z
株式会社レゾナック・テクノサービス,2050001023803,,,,矢吹 孝朗,,0,,,https://www.ts.showadenko.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001023803,人事部 ご採用ご担当者様,材料・物性試験、試験器、製品分析、環境分析、合成樹脂加工（電子材料・住宅・鉄道部材の製造加工）、自動車部品加工、産業廃棄,茨城県日立市東町４丁目１３番１号,849,,1982,2026-06-15T17:07:44.900Z
カガミクリスタル株式会社,2050001025188,,,,岡田 達彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001025188,人事部 ご採用ご担当者様,家庭用硝子器の製造販売,茨城県龍ケ崎市向陽台４丁目５番地,86,,1985,2026-06-15T17:07:44.903Z
株式会社サンメック,2050001023209,,,,佐藤 恒介,info@sunmec.jp,0.4,,,https://www.sunmec.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001023209,人事部 ご採用ご担当者様,・プラント、インフラ設備向けの大型部品や装置の設計・製造 ・ステンレス製缶品・精密製缶品・一般製缶品などの製缶加工 ・機,茨城県日立市田尻町３丁目２８番１号,52,,1939,2026-06-15T17:07:44.907Z
株式会社オカベ,2050001023010,,,,岡部 英明,info@okabekoumuten.com,0.4,,,http://www.okabekoumuten.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001023010,人事部 ご採用ご担当者様,総合工事業（一般土木・建築）,茨城県日立市多賀町２丁目１０番７号,117,,1963,2026-06-15T17:07:44.920Z
飯塚電機工業株式会社,4330001000400,,,,松尾 修一,info@iizuka-denki.co.jp,0.4,,,http://www.iizuka-denki.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4330001000400,人事部 ご採用ご担当者様,建設業（設備工事業）,熊本県熊本市中央区十禅寺１丁目４番１２号,134,,1950,2026-06-15T17:07:44.931Z
関彰商事株式会社,2050001031500,,,,関 正樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2050001031500,人事部 ご採用ご担当者様,・石油製品関連商品　卸・小売業 ・事務機器の販売・リース・レンタル ・ソフトウェアの開発・販売・保守,茨城県筑西市一本松１７５５番地２,668,,1938,2026-06-15T17:07:44.937Z
筑西産業株式会社,3010001176546,,,,ＣＥＯ 中 島 英 雅,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3010001176546,人事部 ご採用ご担当者様,,茨城県筑西市下江連１２２６番地,173,,,2026-06-15T17:07:44.951Z
株式会社茨城日商,3050001000289,,,,立原 淳,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001000289,人事部 ご採用ご担当者様,リネンサプライ、介護関連用品レンタル、一般家庭用品レンタル、内装関連用品販売,茨城県水戸市元吉田町１３１１番地,198,,1963,2026-06-15T17:07:44.972Z
茨城トヨタ自動車株式会社,3050001000280,,,,幡谷 史朗,info@ibaraki-toyota.jp,0.4,,,https://www.ibaraki-toyota.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001000280,人事部 ご採用ご担当者様,自動車販売・修理,茨城県水戸市泉町２丁目３番２４号,1301,,1943,2026-06-15T17:07:44.987Z
株式会社吉田石油,3050001002392,,,,吉田 光太郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001002392,人事部 ご採用ご担当者様,サービスステーション（ENEOS)の運営 石油製品の卸・小売 フランチャイズ事業（オリックスレンタカー、TSUTAYA、,茨城県水戸市笠原町１５０２番地,530,,1950,2026-06-15T17:07:44.995Z
株式会社日警,3050001001931,,,,島村 明弘,info@e-nikkei.co.jp,0.4,,,http://www.e-nikkei.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001001931,人事部 ご採用ご担当者様,警備請負業,茨城県水戸市萱場町１０４１番３,273,,1970,2026-06-15T17:07:44.998Z
国際警備保障株式会社,3050001000966,,,,加藤 貞光,info@kokusaikeibi.com,0.4,,,http://www.kokusaikeibi.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001000966,人事部 ご採用ご担当者様,警備業 ＊警備全般 ＊電話交換業務 ＊受付案内業務 ＊放置車両確認等事務 駐車場総合管理業務 ＊無人駐車場警,茨城県水戸市笠原町１７５５番地の１,274,,1968,2026-06-15T17:07:45.000Z
株式会社ＦＵＹＯＵ,3050001001980,,,,宮川 惠,info@fuyou-g.com,0.4,,,https://www.fuyou-g.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001001980,人事部 ご採用ご担当者様,警備業,茨城県水戸市元吉田町１３２０番地６,201,,1977,2026-06-15T17:07:45.002Z
株式会社イーグルポイントゴルフクラブ,3050001010635,,,,平野 岳史,info@eaglepoint.co.jp,0.4,,,https://www.eaglepoint.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001010635,人事部 ご採用ご担当者様,ゴルフ場の運営,茨城県稲敷郡阿見町大字福田１６６８番地５,115,,,2026-06-15T17:07:45.071Z
株式会社アビック,3050001003300,,,,秋山 英樹,info@abic-m.jp,0.4,,,http://www.abic-m.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001003300,人事部 ご採用ご担当者様,ビル総合管理・警備,茨城県水戸市袴塚２丁目４番４６号,367,,1989,2026-06-15T17:07:45.077Z
株式会社インテック,3050001017044,,,,本間 淳子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001017044,人事部 ご採用ご担当者様,労働者派遣事業 有料職業紹介事業,茨城県つくば市吾妻２丁目８番地８,377,,2000,2026-06-15T17:07:45.109Z
高橋興業株式会社,3050001009405,,,,高橋 良樹,info@bm-tkk.co.jp,0.4,,,https://bm-tkk.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001009405,人事部 ご採用ご担当者様,ビルメンテナンス業,茨城県土浦市大町１２番１号,529,,1971,2026-06-15T17:07:45.113Z
日立セメント株式会社,3050001023752,,,,株木 康吉,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001023752,人事部 ご採用ご担当者様,各種セメントの製造並びに販売、産業廃棄物の中間処理・再利用,茨城県日立市平和町２丁目１番１号,140,,1947,2026-06-15T17:07:45.126Z
広沢商事株式会社,3050001031615,,,,宮城 則之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001031615,人事部 ご採用ご担当者様,輸入車正規販売整備、オフィス家具販売、ゴルフ場、ホテル業、リース業、ガソリンスタンド,茨城県筑西市大塚５９５番地８,211,,1979,2026-06-15T17:07:45.170Z
カーレポ株式会社,3050001004777,,,,赤須 洋一郎,info@carepo.jp,0.4,,,https://www.carepo.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001004777,人事部 ご採用ご担当者様,自動車整備業、自動車リサイクル業,茨城県水戸市桜川１丁目８番２９号,175,,1991,2026-06-15T17:07:45.194Z
株式会社下野新聞社,3060001002210,,,,若菜 英晴,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001002210,人事部 ご採用ご担当者様,,栃木県宇都宮市昭和１丁目８番１１号,311,,1902,2026-06-15T17:07:45.219Z
株式会社スズキ自販栃木,3060001002367,,,,稲葉 弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001002367,人事部 ご採用ご担当者様,スズキ製品の軽四輪車、小型四輪車、福祉車両及び同部品・用品の販売と整備。 中古車販売、自動車リース、損害保険の代理店業務,栃木県宇都宮市上横田町７９９番地,265,,1957,2026-06-15T17:07:45.220Z
栃木小松フォークリフト株式会社,3060001002945,,,,黒須 進一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001002945,人事部 ご採用ご担当者様,,栃木県宇都宮市問屋町３１７２番地３６,93,,1969,2026-06-15T17:07:45.227Z
株式会社日本栄養給食協会,3060001003398,,,,橋本 正行,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001003398,人事部 ご採用ご担当者様,病院給食業務受託,栃木県宇都宮市下岡本町４１０５番地,748,,1989,2026-06-15T17:07:45.252Z
プラス・テク株式会社,3050001010255,,,,八 村 哲 郎,info@plas-tech.co.jp,0.4,,,http://www.plas-tech.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001010255,人事部 ご採用ご担当者様,各種プラスチック材料及び成形品製造・販売,茨城県稲敷郡阿見町大字香澄の里１番地１,187,,,2026-06-15T17:07:45.252Z
イセデリカ株式会社,3050001025146,,,,榎並 高志,info@isedelica.co.jp,0.4,,,https://isedelica.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001025146,人事部 ご採用ご担当者様,鶏卵の加工製造及び販売,茨城県龍ケ崎市馴馬町５１６７番地１,430,,1997,2026-06-15T17:07:45.255Z
株式会社アンフィニ,3050001028454,,,,片山 章彦,info@anfini.co.jp,0.4,,,http://www.anfini.co.jp/hoiku/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3050001028454,人事部 ご採用ご担当者様,保育事業 一般人材派遣業 有料職業紹介業,茨城県つくばみらい市板橋１８１２番地１６,775,,2002,2026-06-15T17:07:45.262Z
中村土建株式会社,3060001003365,,,,渡邉 幸雄,info@nakamuradoken.co.jp,0.4,,,https://www.nakamuradoken.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001003365,人事部 ご採用ご担当者様,総合建設業,栃木県宇都宮市大曽４丁目１０番１９号,84,,1948,2026-06-15T17:07:45.270Z
ネッツトヨタ栃木株式会社,3060001003596,,,,守川 真介,info@netztochigi.co.jp,0.4,,,http://www.netztochigi.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001003596,人事部 ご採用ご担当者様,トヨタ・レクサス・フォルクスワーゲンの新車販売 各種中古車販売 点検整備 損害・生命保険代理店業務 部品用品販売 情報通,栃木県宇都宮市駒生２丁目１０番２８号,771,,1967,2026-06-15T17:07:45.277Z
株式会社増渕組,3060001004132,,,,増渕 勝明,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001004132,人事部 ご採用ご担当者様,土木・建築工事一式,栃木県宇都宮市簗瀬町２５００番地１５,104,,1953,2026-06-15T17:07:45.278Z
株式会社みのり,3060001012093,,,,郡司 健,info@noukanomiseminori.com,0.4,,,http://www.noukanomiseminori.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001012093,人事部 ご採用ご担当者様,農業のプロを対象とした農家のコンビニエンスストアーとして農業資材・農薬・肥料・農機・土農工具などを販売する農業資材の大型,栃木県那須塩原市三区町５１０番地２,113,,1992,2026-06-15T17:07:45.332Z
大塚実業株式会社,3060001018405,,,,大塚 雅之,info@ohtsuka-jitsugyo.com,0.4,,,https://ohtsuka-jitsugyo.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001018405,人事部 ご採用ご担当者様,ろ過布フィルターの製造,栃木県足利市福居町１７４５番地１,54,,1973,2026-06-15T17:07:45.353Z
株式会社坪野谷紙業,3060001014429,,,,坪野谷 悟輝,info@tsubonoya-group.co.jp,0.4,,,https://www.tsubonoya-group.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3060001014429,人事部 ご採用ご担当者様,・製紙原料古紙の選別加工販売 ・BOXティッシュ等の製造販売,栃木県小山市大字荒井５６６番地,321,,1985,2026-06-15T17:07:45.368Z
株式会社トーホー・北関東,4060001002283,,,,久保田 聖也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001002283,人事部 ご採用ご担当者様,業務用食品卸売業,栃木県宇都宮市川田町４００番地－１,350,,1959,2026-06-15T17:07:45.421Z
株式会社五光,4060001001649,,,,木内 久生,info@goko-net.jp,0.4,,,http://www.goko-net.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001001649,人事部 ご採用ご担当者様,ディスプレイ業,栃木県宇都宮市本町４番１２号,86,,1964,2026-06-15T17:07:45.429Z
日神工業株式会社,4060001003546,,,,神宮 厚,info@nisshin-kogyo.co.jp,0.4,,,https://nisshin-kogyo.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001003546,人事部 ご採用ご担当者様,建設業,栃木県宇都宮市東塙田２丁目８番４１号,150,,1961,2026-06-15T17:07:45.443Z
パスキン工業株式会社,4060001003645,,,,佐藤 靖,info@passkin.co.jp,0.4,,,https://passkin.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001003645,人事部 ご採用ご担当者様,コンクリート製品製造・建設コンサルタント,栃木県宇都宮市野沢町６４０番地の４,58,,1955,2026-06-15T17:07:45.444Z
ナカノ薬品株式会社,4060001005534,,,,滑田 賢治,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001005534,人事部 ご採用ご担当者様,,栃木県宇都宮市泉が丘５丁目７番２０号,145,,1959,2026-06-15T17:07:45.445Z
株式会社近代ビル管理社,4060001008405,,,,早川 徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001008405,人事部 ご採用ご担当者様,ビルメンテナンス業,栃木県日光市瀬尾３７８番地３,177,,1973,2026-06-15T17:07:45.464Z
株式会社トヨタレンタリース群馬,2070001007861,,,,横田 衛,,0,,,http://r-gunma.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2070001007861,人事部 ご採用ご担当者様,自動車賃貸業（レンタカー、カーリース）,群馬県高崎市東町８０番地,177,,1967,2026-06-15T17:07:45.523Z
和光化学株式会社,2070001008744,,,,吉濱 康二郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2070001008744,人事部 ご採用ご担当者様,,群馬県高崎市問屋町３丁目２番地の３,68,,1956,2026-06-15T17:07:45.529Z
株式会社トヨタレンタリース栃木,4060001003249,,,,新井 将能,info@r-tochigi.com,0.4,,,https://www.r-tochigi.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001003249,人事部 ご採用ご担当者様,物品賃貸業,栃木県宇都宮市東宿郷３丁目１番１号,129,,1968,2026-06-15T17:07:45.545Z
株式会社栄久,2070001014057,,,,柴崎 洋輔,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2070001014057,人事部 ご採用ご担当者様,,群馬県伊勢崎市境上矢島６７０番地の２,300,,1958,2026-06-15T17:07:45.574Z
株式会社環境公害分析センター,4060001007902,,,,塚田 加代,info@kankyou-kougai.com,0.4,,,http://www.kankyou-kougai.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4060001007902,人事部 ご採用ご担当者様,計量証明事業,栃木県宇都宮市問屋町３１７２番地８５,90,,2001,2026-06-15T17:07:45.606Z
株式会社ヤマダデンキ,2070001036729,,,,佐野 財丈,info@yamada-denki.jp,0.4,,,https://www.yamada-denki.jp/csr/next-generation.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2070001036729,人事部 ご採用ご担当者様,家電・情報家電等の販売及び住まいに関する商品販売,群馬県高崎市栄町１番１号,30030,,2020,2026-06-15T17:07:45.679Z
株式会社オルビス,3070001007539,,,,大熊 章之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3070001007539,人事部 ご採用ご担当者様,,群馬県高崎市本郷町１２１番地,130,,1971,2026-06-15T17:07:45.766Z
株式会社スズキ自販群馬,3070001007324,,,,小幡 米一,info@suzuki.co.jp,0.4,,,https://www.suzuki.co.jp/dealer/sj-gunma/recruit/workplace_information/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3070001007324,人事部 ご採用ご担当者様,・スズキ全車種販売 ・車検、整備 ・部品販売 ・損害保険代理店業務,群馬県高崎市正観寺町２３１番地,292,,1956,2026-06-15T17:07:45.767Z
株式会社ＩＨＩエアロスペース・エンジニアリング,3070001011887,,,,佐々木 純,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3070001011887,人事部 ご採用ご担当者様,,群馬県富岡市藤木９００番地,242,,1988,2026-06-15T17:07:45.794Z
株式会社カネコ・コーポレーション,3070001018998,,,,金子 善行,info@kaneko.ne.jp,0.4,,,http://www.kaneko.ne.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3070001018998,人事部 ご採用ご担当者様,建設機械賃貸業,群馬県太田市東矢島町２０２番地,367,,1975,2026-06-15T17:07:45.867Z
ホシザキ北信越株式会社,2220001006121,,,,佐藤 康浩,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001006121,人事部 ご採用ご担当者様,業務用厨房機器の販売及びアフターメンテナンス,石川県金沢市松島２丁目２６番地,442,,1977,2026-06-15T17:07:45.870Z
北信テレネックス株式会社,2220001006055,,,,棒田 優,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001006055,人事部 ご採用ご担当者様,,石川県金沢市小橋町３番４７号,54,,1966,2026-06-15T17:07:45.871Z
株式会社アルプ,2220001005593,,,,古賀 美純,info@alp-grp.jp,0.4,,,http://www.alp-grp.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001005593,人事部 ご採用ご担当者様,受託臨床検査 保険薬局の運営 食品・環境衛生検査,石川県金沢市近岡町３０９番地,589,,1974,2026-06-15T17:07:45.890Z
株式会社文教コーポレーション,2220001006451,,,,三田村 耕平,info@hokubun.co.jp,0.4,,,https://hokubun.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001006451,人事部 ご採用ご担当者様,施設管理業 及び 施設内の物品販売、店舗の営業他,石川県金沢市西念４丁目１８番４０号,358,,1977,2026-06-15T17:07:45.890Z
株式会社ヤギコーポレーション,2220001007128,,,,八木 圭一朗,info@yagi.co.jp,0.4,,,http://www.yagi.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001007128,人事部 ご採用ご担当者様,オフィスユニフォームの企画・製造・販売,石川県金沢市問屋町２丁目８０番地,64,,1967,2026-06-15T17:07:45.916Z
株式会社ヨシカワ,2220001007391,,,,吉川 義一,info@ydec.co.jp,0.4,,,http://www.ydec.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001007391,人事部 ご採用ご担当者様,建設機械のレンタル・販売・修理,石川県金沢市北安江３丁目１番３３号,380,,1969,2026-06-15T17:07:45.917Z
真柄建設株式会社,2220001006559,,,,真柄 卓司,info@magara.co.jp,0.4,,,http://www.magara.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001006559,人事部 ご採用ご担当者様,総合建設業、１級建築士事務所、 発電及びエネルギーの配給に関する事業等,石川県金沢市彦三町１丁目１３番４３号,245,,1943,2026-06-15T17:07:45.937Z
株式会社別川製作所,2220001008786,,,,川島 直之,info@betsukawa.co.jp,0.4,,,http://www.betsukawa.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001008786,人事部 ご採用ご担当者様,電気機械器具製造業,石川県白山市漆島町１１３６番地,500,,1952,2026-06-15T17:07:45.962Z
北陸観光開発株式会社,2220001013398,,,,宮村 愼一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001013398,人事部 ご採用ご担当者様,,石川県加賀市新保町ト１番地の１,51,,,2026-06-15T17:07:45.994Z
