ログインID,アカウント,アカウント納品,アカウント納品日,会社ID,法人名,LINEアカウント登録企業名,基本年間プラン,現在利用プラン,更新前プラン,アップグレードプラン①,アップグレード①開始月,アップグレードプラン②,アップグレード②開始月,Email,LINE@ID,無料開始月,有料開始月,有料終了月,利用期間,作成日,備考欄
1134,有効,済み,2025/05/01,1343,大昭和紙工産業株式会社,大昭和紙工産業株式会社 採用担当,ミニマムプラン,ミニマムプラン,,,,,,mochica@daishowasiko.com,@766nxxln,2025/05,2025/09,2026/08,0,2025/04/22,20250312MO003
1136,有効,済み,2025/05/15,1363,株式会社アットハウジング,アットハウジング　採用,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,miyauchi@athousing-az.co.jp,@946hedah,,2026/05,2027/04,0,2025/05/12,20260306MO004
1137,有効,済み,2025/05/15,1364,株式会社ホクレン油機サービス,ホクレン油機サービス　採用アカウント,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,saiyo@hokuren-yuki-s.co.jp,@299fkuxv,,2026/05,2027/04,0,2025/05/12,20260129MO002
1138,有効,済み,2025/06/02,1365,株式会社東流社,株式会社東流社,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,h-iino-000046@toryusha.co.jp,@458ruwsj,,2026/07,2027/06,1,2025/05/15,20260326MO009
1139,有効,済み,2025/06/02,1366,三和電子機器株式会社,三和電子機器　採用,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,miyaot@sanwa-denshi.co.jp,@293xmfjf,,2026/06,2027/05,0,2025/05/27,20260219MO002
1140,有効,済み,2025/06/09,1380,オーク設備工業株式会社,オーク設備工業_採用,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,yukari.okabe@oaksetsubi.co.jp,@747lczka,,2026/06,2027/05,0,2025/06/09,20260302MO001
1141,有効,済み,2026/07/01,1381,株式会社ＮＴＳロジ,ＮＴＳグループ採用,ミニマムプラン,ミニマムプラン,,,,,,info-shinsotsu@nts-group.co.jp,@937xdmld,2025/07,2025/11,2026/10,0,2025/06/16,20250528MO004
1142,有効,済み,2025/06/16,1382,株式会社ジョイパック,ジョイパック　採用,ミドルプラン,ミドルプラン,ミドルプラン,,,,,saiyo@joypack.co.jp,@387scdin,,2026/06,2027/05,0,2025/06/16,20260219MO001
1143,有効,済み,2025/07/01,1383,中央魚類株式会社,中央魚類　採用アカウント,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,kidai_nishikawa@marunaka-net.co.jp,@930sreuc,,2026/07,2027/06,1,2025/06/27,20251223MO005
1144,有効,済み,2025/07/07,1405,株式会社復建技術コンサルタント,復建技術コンサルタント　採用,ミニマムプラン,ミニマムプラン,ミニマムプラン,,,,,masafumi680@sendai.fgc.co.jp,@661hsdoo,,2026/07,2027/06,1,2025/07/04,20260311MO010
1145,有効,済み,2025/08/01,1406,リーシング・マネジメント・コンサルティング株式会社,LMC 採用,ミニマムプラン,ミニマムプラン,,,,,,y-watanabe@lmc-c.co.jp,@320levad,,2025/08,2026/07,0,2025/07/28,20250717MO003
1146,有効,済み,2025/08/01,1407,株式会社ホクレン商事,【採用】株式会社ホクレン商事,ミニマムプラン,ミニマムプラン,,,,,,sakai-fuka@hokurenshoji.co.jp,@546oeasu,,2025/08,2026/07,0,2025/07/28,20250618MO001
1147,有効,済み,2025/08/01,1408,株式会社日産サティオ群馬, 日産サティオ群馬　採用,ミニマムプラン,ミニマムプラン,ライトプラン500,,,,,sgm002562@satio-gunma.co.jp,@177neqhh,,2025/08,2026/07,0,2025/07/31,20250717MO004
1148,有効,済み,2025/08/01,1409,株式会社共栄堂,共栄堂_採用,ミニマムプラン,ミニマムプラン,,,,,,t-ihira@kyoueido.net,@596ejgvz,,2025/08,2026/07,0,2025/07/31,20250709MO002
1149,有効,済み,2025/08/04,1410,新教育総合研究会株式会社,新教育総合研究会㈱　新卒採用,スタンダード,スタンダード,,,,,,recruitment@shinkyoiku.com,@237fskdp,,2025/08,2026/07,0,2025/07/31,20250725MO002
1150,有効,済み,2025/08/06,1411,株式会社サイエンスアーツ,サイエンスアーツ 採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,hr@science-arts.com,@857jslsc,,2025/08,2026/07,0,2025/07/31,20250725MO004
1151,有効,済み,2025/08/06,1429,信州うえだ農業協同組合,JA信州うえだ　採用,ミニマムプラン,ミニマムプラン,,,,,,jinji01@ued.nn-ja.or.jp,@488gdbep,,2025/08,2026/07,0,2025/08/04,20250731MO001
1152,有効,済み,2025/08/18,1430,クシダ工業株式会社,クシダ工業（株）人事担当,ミニマムプラン,ミニマムプラン,,,,,,saiyou1@kushida.co.jp,@551kewfo,2025/08,2025/09,2026/08,0,2025/08/05,20250804MO004
1153,有効,済み,2025/09/01,1432,株式会社あいネットサービス,あいネットグループ　採用,ミニマムプラン,ミニマムプラン,,,,,,soumu@mail.aigsite.jp,@496vflek,,2025/09,2026/08,0,2025/08/21,20250519MO001
1154,有効,済み,2025/09/01,1493,株式会社アドミック,アドミック新卒採用アカウント,ミニマムプラン,ミドルプラン,,ミドルプラン,2025/11,,,recruit@admic.jp,@557hddqr,,2025/09,2026/08,0,2025/08/21,20250729MO004、プランアップ：同じサーカス
1155,有効,済み,2025/09/01,1434,中央自動車工業株式会社,中央自動車工業　採用担当,ミニマムプラン,ミニマムプラン,,,,,,iwai03@central-auto.co.jp,@236qhoib,,2025/09,2026/08,0,2025/08/29,20250804MO003
1156,有効,済み,2025/09/01,1435,株式会社落合,（株）落合　採用担当,ミニマムプラン,ミニマムプラン,,,,,,saiyou@ochiai-net.co.jp,@648ebjbk,,2025/09,2026/08,0,2025/08/29,20250818MO001
1157,有効,済み,2025/09/01,1436,諏訪信用金庫,【新卒採用】諏訪信用金庫,ミニマムプラン,ミニマムプラン,,,,,,jinjibu@suwashinkin.jp,@072ejwpo,,2025/09,2026/08,0,2025/08/29,20250819MO002
1158,有効,済み,2025/09/04,1456,月島環境エンジニアリング株式会社,月島環境エンジニアリング　採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,recruit@tske.co.jp,@326rrmqh,,2025/09,2026/08,0,2025/09/01,20250825MO003
1159,有効,済み,2025/09/16,1458,全国共済農業協同組合連合会,JA共済連広島,ミニマムプラン,ミニマムプラン,,,,,,34-kanribu@ja-kyosai.or.jp,@338kjsge,,2025/09,2026/08,0,2025/09/11,20250806MO009
1160,有効,済み,2025/09/25,1459,ICDAホールディングス株式会社,ICDAグループ採用チーム,ミニマムプラン,ミニマムプラン,,,,,,h-arakawa@icda.jp,@808mdpev,,2025/09,2026/08,0,2025/09/19,20250826MO003
1161,有効,済み,2025/10/01,1460,アマノ機工株式会社,アマノ機工【新卒採用,ミニマムプラン,ミニマムプラン,,,,,,inayoshi@amanokiko.co.jp,@731cxlyp,,2025/10,2026/09,0,2025/09/26,20250904MO003
1162,有効,済み,2025/10/01,1461,株式会社ニプロン,ニプロン【採用チーム】,ミニマムプラン,ミニマムプラン,,,,,,takanori_suetomo@nipron.co.jp,@167jrjfc,,2025/10,2026/09,0,2025/09/29,20250728MO010
1163,有効,済み,2025/10/01,1462,阪九フェリー株式会社,阪九フェリー株式会社,ミニマムプラン,ミニマムプラン,,,,,,han9f_saiyo@han9f.co.jp,@974ceclm,,2025/10,2026/09,0,2025/09/29,20250902MO003
1164,有効,済み,2025/10/01,1463,社会福祉法人愛生福祉会,社会福祉法人愛生福祉会【新卒採用】,ミニマムプラン,ミニマムプラン,,,,,,t.murao@aiseifukusikai.jp,@119canwr,,2025/10,2026/09,0,2025/09/29,20250724MO003
1165,有効,済み,2025/10/01,1464,株式会社はなまる,はなまる【新卒採用】,ミニマムプラン,ミニマムプラン,,,,,,saiyou@sushi-hanamaru.com,@048hcnxh,,2025/10,2026/09,0,2025/09/29,20250926MO001
1166,有効,済み,2025/10/02,1465,八光エルアール株式会社,八光エルアール 採用,ミニマムプラン,ミニマムプラン,,,,,,tsukamoto-m@hakko-group.co.jp,@536pbldm,,2025/10,2026/09,0,2025/09/30,20250821MO003
1167,有効,済み,2025/10/01,1486,株式会社大西熱学,大西熱学_採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,ohnishi.saiyo@ohnishi.co.jp,@765gdfec,,2025/10,2026/09,0,2025/10/02,20250908MO001
1168,有効,済み,2025/10/15,1487,株式会社キーレックス・ワイテック・インターナショナル,【採用】YKI,ミニマムプラン,ミニマムプラン,,,,,,recruit@yki.co.jp,@713cvhrg,,2025/10,2026/09,0,2025/10/08,20250930MO004
1169,有効,済み,2025/11/04,1488,静岡トヨタ自動車株式会社,【新卒採用】静岡トヨタ,ミニマムプラン,ミニマムプラン,,,,,,saiyo@shizuokatoyota.co.jp,@257jhmsr,,2025/11,2026/10,0,2025/10/29,20250826MO001
1170,有効,済み,2025/11/04,1489,株式会社ショービ,（株）ショービ　採用担当,ミニマムプラン,ミニマムプラン,,,,,,saiyou@syohbi.co.jp,@765ekntf,,2025/11,2026/10,0,2025/10/29,20250827MO001
1172,有効,済み,2025/11/04,1491,株式会社JR西日本コミュニケーションズ,Jコミ新卒採用,ミニマムプラン,ミニマムプラン,,,,,,m-ogino@jcomm.co.jp,@001pveor,,2025/11,2026/10,0,2025/10/30,20250917MO001
1173,有効,済み,2025/11/07,1492,三英電業株式会社,三英電業株式会社,ミニマムプラン,ミニマムプラン,,,,,,psn-grp@sanei-dengyo.com,@047tqmtw,,2025/11,2026/10,0,2025/10/30,20251017MO003
1174,有効,済み,2025/11/17,1524,株式会社アーク,【Ark館ヶ森】アーク 採用,ミニマムプラン,ミニマムプラン,,,,,,n-sasaki@arkfarm.co.jp,@248ayksm,2025/11,2025/12,2026/11,0,2025/11/14,20250829MO007
1175,有効,済み,2025/11/17,1525,株式会社スズキ自販宮城,【採用】スズキ自販宮城,ミニマムプラン,ミニマムプラン,,,,,,minegishi.hiromi@j-miyagi.sdr.suzuki,@638jstvf,,2025/11,2026/10,0,2025/11/14,20251023MO001
1176,有効,済み,2025/11/17,1526,アイシン辰栄株式会社,アイシン辰栄【採用】,ミニマムプラン,ミニマムプラン,,,,,,ueno_m@aisin-sinei.co.jp,@192ljbjn,,2025/11,2026/10,0,2025/11/14,20251030MO002
1177,有効,済み,2025/11/17,1527,木村情報技術株式会社,【採用】木村情報技術,ミドルプラン,ミドルプラン,,,,,,saiyo@k-idea.jp,@377pyhza,2025/11,2025/12,2026/11,0,2025/11/14,20251015MO002
1178,有効,済み,2025/12/01,1529,株式会社ケイテック,株式会社ケイテック 人材採用チーム,ミニマムプラン,ミニマムプラン,,,,,,recruiting_line@e-ktec.co.jp,@983dhbrc,,2025/12,2026/11,0,2025/11/25,20251030MO001
1179,有効,済み,2025/12/01,1530,社会福祉法人玄洋会,【採用】玄洋会,ミニマムプラン,ミニマムプラン,,,,,,jinji_recruit@genyoukai.or.jp,@041nmgvp,,2025/12,2026/11,0,2025/11/26,20251027MO003
1180,有効,済み,2025/12/01,1531,株式会社南山堂,南山堂薬局【採用】,スタンダード,スタンダード,,,,,,saiyo@nanzando.co.jp,@597jsavy,,2025/12,2026/11,0,2025/11/26,20251003MO003
1181,有効,済み,2025/12/01,1532,古林産業機具株式会社,古林産業機具　採用,ミニマムプラン,ミニマムプラン,,,,,,t.miyagi@e-fsk.co.jp,@195nyxod,,2025/12,2026/11,0,2025/11/26,20251107MO005
1182,有効,済み,2025/12/01,1533, 名鉄グループバスホールディングス株式会社,名鉄グループバスHD,ミニマムプラン,ミニマムプラン,,,,,,mgbhd_recruit@nrr.meitetsu.co.jp,@047zhmfl,2025/12,2026/01,2026/12,0,2025/11/26,20251120MO002
1183,有効,済み,2025/12/01,1534,横浜市立みなと赤十字病院,みなと赤十字病院【採用】,ミニマムプラン,ミニマムプラン,,,,,,jinji.ji@yokohama.jrc.or.jp,@694ddguj,2025/12,2026/04,2027/03,0,2025/11/28,20251205MO004
1184,有効,済み,2025/12/10,1560,林建材株式会社,林建材【採用担当】,ミニマムプラン,ミニマムプラン,,,,,,fukata@promarthayashi.co.jp,@696smnzu,,2025/12,2026/11,0,2025/12/04,20251125MO001
1185,有効,済み,2025/12/15,1561,呉信用金庫,呉信用金庫　採用担当,ミニマムプラン,ミニマムプラン,,,,,,saiyou@kureshin.co.jp,@826ccxtd,,2025/12,2026/11,0,2025/12/10,20250806MO008
1186,有効,済み,2025/12/15,1562,東亜道路工業株式会社,東亜道路工業（株）採用公式アカウント,ミニマムプラン,ミニマムプラン,,,,,,tsumugi_goto@toadoro.co.jp,@059jycde,,2025/12,2026/11,0,2025/12/10,20251111MO002
1187,有効,済み,2025/12/15,1563,イフスコダイニング株式会社,イフスコダイニング　採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,saiyo-dining@ifsco-group.com,@600hlbxd,,2025/12,2026/11,0,2025/12/10,20251128MO001
1188,有効,済み,2025/12/22,1565,株式会社柿本商会,新卒採用　柿本商会,ミニマムプラン,ミニマムプラン,,,,,,r-higasi@kakimoto.co.jp,@555rktfu,,2025/12,2026/11,0,2025/12/19,20251210MO001
1189,有効,済み,2026/01/05,1566,株式会社スズキビジネス,【採用】スズキビジネス,ミニマムプラン,ミニマムプラン,,,,,,saiyo@suzuki-business.co.jp,@716lnbsr,,2026/01,2026/12,0,2025/12/22,20251024MO001
1190,有効,済み,2026/01/05,1567,青木フルーツ株式会社,【採用】青木フルーツ,ミニマムプラン,ミニマムプラン,,,,,,aoki_saiyo@fruit-aoki.co.jp,@543alshy,,2026/01,2026/12,0,2025/12/22,20251125MO002
1191,有効,済み,2026/01/05,1568,株式会社Ｎプランニング,WITH GROUP【採用】,スタンダード,スタンダード,,,,,,jinji@with-group.co.jp,@183jorqc,,2026/01,2026/12,0,2025/12/22,20251211MO001
1192,有効,済み,2026/01/19,1604,株式会社東京コンサルティングファーム,東京コンサルティングファーム,ミドルプラン,ミドルプラン,,,,,,tcg-s.saiyo@tokyoconsultinggroup.com,@404hnspv,,2026/01,2026/12,0,2026/01/13,20251223MO001
1193,有効,済み,2026/01/15,1605,株式会社新庄砕石工業所,株式会社新庄砕石工業所,ミニマムプラン,ミニマムプラン,,,,,,y.takashima@ssk.kouji.biz,@985nezdk,,2026/01,2026/12,0,2026/01/13,20251223MO006
1194,有効,済み,2026/02/02,1606,株式会社なんつね,(株)なんつね採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,recruiting@nantsune.co.jp,@141cglye,2026/02,2026/03,2027/02,0,2026/01/26,20251225MO004
1195,有効,済み,2026/02/02,1607,株式会社ミツウロコヴェッセル,ミツウロコヴェッセル各社　新卒採用,ミニマムプラン,ミニマムプラン,,,,,,recruit@mitsuuroko.co.jp,@777dwijd,,2026/02,2027/01,0,2026/01/26,20260108MO002
1196,有効,済み,2026/02/02,1608,社会福祉法人横浜婦人クラブ愛児園,横浜婦人クラブ愛児園【採用】,ミニマムプラン,ミニマムプラン,,,,,,h.ishibashi.2512@y-aijien.com,@817zeysi,,2026/02,2027/01,0,2026/01/26,紙申し込みのためなし　20260128MO001
1197,有効,済み,2026/02/09,1658,株式会社八幡ねじ,八幡ねじ　採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,saiyou@yht.jp,@278yacgs,,2026/02,2027/01,0,2026/02/06,20260128MO002
1198,有効,済み,2026/02/16,1661,タクトホーム株式会社,タクトホームグループ　採用担当,スタンダード,スタンダード,,,,,,a-mizunashi@tacthome.co.jp,@962kupio,,2026/02,2027/01,0,2026/02/12,20260130MO003
1199,有効,済み,2026/02/13,1662,たちばな信用金庫,たちばな信用金庫 採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,jinji@tachibana-shinkin.co.jp,@378ljadg,,2026/02,2027/01,0,2026/02/12,20260206MO002
1200,有効,済み,2026/02/16,1663,アルスホーム株式会社,アルスホーム採用チーム,ミニマムプラン,ミニマムプラン,,,,,,jinji@arshome.co.jp,@916gqsti,,2026/02,2027/01,0,2026/02/12,20260126MO001
1201,有効,済み,2026/02/16,1665,株式会社エヌアセットホールディングス,エヌアセット【採用】,ミニマムプラン,ミニマムプラン,,,,,,saiyou@n-asset.com,@774yzacw,,2026/02,2027/01,0,2026/02/12,20260126MO002
1202,有効,済み,2026/03/02,1666,フジタ自動車工業株式会社,【採用】フジタ自動車工業,ミニマムプラン,ミニマムプラン,,,,,,t.yamashita@fujitabody.com,@225iygkx,,2026/03,2027/02,0,2026/02/25, 20251223MO007
1203,有効,済み,2026/03/02,1667,西兵庫信用金庫,西兵庫信用金庫【採用】,ミニマムプラン,ミニマムプラン,,,,,,s1694000@facetoface.ne.jp,@517muyci,,2026/03,2027/02,0,2026/02/26,20260224MO001
1204,有効,済み,2026/03/11,1706,とぴあ浜松農業協同組合,【採用】JAとぴあ浜松,ミニマムプラン,ミニマムプラン,,,,,,kyoiku@topia.ja-shizuoka.or.jp,@799kfqmt,,2026/03,2027/02,0,2026/03/09,20260130MO001
1205,有効,済み,2026/03/16,1707,カジマメカトロエンジニアリング株式会社,KME-RECRUIT,ミニマムプラン,ミニマムプラン,,,,,,satouk@kme.jp,@042wunnx,,2026/03,2027/02,0,2026/03/11,20260225MO001
1206,有効,済み,2026/03/23,1708,株式会社スズキ自販長崎,スズキ自販長崎【採用】,ミニマムプラン,ミニマムプラン,,,,,,watabe.ayumi@j-nagasaki.sdr.suzuki,@359roukk,,2026/03,2027/02,0,2026/03/19,20260227MO001
1207,有効,済み,2026/04/01,1709,株式会社タカラ・エムシー,㈱タカラ・エムシー採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,tmc-recruit@takaramc.com,@185emeqz,,2026/04,2027/03,0,2026/03/30,20260224MO004
1208,有効,済み,2026/04/01,1710,株式会社ヨークベニマル,ヨークベニマルRecruit,スタンダード,スタンダード,,,,,,saijyou-yoshifumi@yb.7andi.co.jp,@537wejur,,2026/04,2027/03,0,2026/03/30,20260119MO001
1209,有効,済み,2026/04/01,1711,黒田化学株式会社,黒田化学【採用担当】,ミニマムプラン,ミニマムプラン,,,,,,jinji@kuroda-kagaku.co.jp,@251gkdca,,2026/04,2027/03,0,2026/03/30,20260225MO002
1210,有効,済み,2026/04/01,1712,長野県厚生農業協同組合連合会,富士見高原病院【採用担当】,ミニマムプラン,ミニマムプラン,,,,,,fujimihp.jinji@kou.nn-ja.or.jp,@165hlkpz,,2026/04,2027/03,0,2026/03/31,20260226MO002
1211,有効,済み,2026/04/01,1713,株式会社ヨコタエンタープライズ,ヨコタエンタープライズ　採用アカウント,ミドルプラン,ミドルプラン,,,,,,shinsotsu@yokota-ent.com,@322ehvtq,,2026/04,2027/03,0,2026/03/31,20260319MO001
1212,有効,済み,2026/04/15,1717,金森産業株式会社,金森産業採用事務局,ミニマムプラン,ミニマムプラン,,,,,,jinji@kanamorisangyo.co.jp,@385bftha,,2026/04,2027/03,0,2026/04/13, 20260316MO003
1213,有効,済み,2026/04/15,1718,株式会社五味八珍,五味八珍【採用】,ミニマムプラン,ミニマムプラン,,,,,,watanabe@gomihattin.com,@435yimww,,2026/04,2027/03,0,2026/04/13,20260324MO001
1214,有効,済み,2026/04/15,1719,ネッツトヨタ広島株式会社,ネッツトヨタ広島　採用アカウント,ミニマムプラン,ミニマムプラン,,,,,,nakamura@netz-hiroshima.co.jp,@861mmslk,,2026/04,2027/03,0,2026/04/13,20260316MO001
1215,有効,済み,2026/05/01,1720,揖斐川工業株式会社,揖斐川工業グループ【採用担当】,ミニマムプラン,ミニマムプラン,,,,,,y.aoki@ibiko.co.jp,@953pslhd,,2026/05,2027/04,0,2026/04/27,20260424MO001
1216,有効,済み,2026/05/01,1721,株式会社カミチクホールディングス,カミチクグループ採用チーム,ミニマムプラン,ミニマムプラン,,,,,,jinji@kamichiku.co.jp,@685htyyr,,2026/05,2027/04,0,2026/04/27,20260330MO006
1217,有効,済み,2026/05/15,1722,ヤマハモーターソリューション株式会社,ヤマハモーターソリューション　採用,ミドルプラン,ミドルプラン,,,,,,recruit@ymsl.co.jp,@460nxqwq,,2026/05,2027/04,0,2026/05/12,20260325MO005
1218,有効,済み,2026/06/15,1726,社会福祉法人三重ベタニヤ,三重ベタニヤ【採用担当】,ミニマムプラン,ミニマムプラン,,,,,,n.kobayashi@betaniya.com,@409eyqsh,,2026/06,2027/05,0,2026/06/08,20260529MO004
1219,有効,済み,2026/07/01,1728,株式会社岡山木村屋,岡山木村屋グループ【採用】,ミニマムプラン,ミニマムプラン,,,,,,saiyou-k@okayama-kimuraya.co.jp,@121icznu,,2026/07,2027/06,1,2026/06/30,【当社管理用】 「2026年6月25日」のお申込書分
1220,有効,済み,2026/07/01,1729,株式会社フジメディアテクノロジー,フジ・メディア・テクノロジー【採用】,ミニマムプラン,ミニマムプラン,,,,,,soumu@fuji-mt.co.jp,@707vsofs,,2026/07,2027/06,1,2026/06/30,20260623MO001
1221,有効,済み,2026/07/01,1730,株式会社明豊エンタープライズ,明豊エンタープライズグループ　リクルート,ミニマムプラン,ミニマムプラン,,,,,,meiho-group@saiyo-p.com,@129ekzlu,,2026/07,2027/06,1,2026/06/30,20260625MO004
1222,有効,済み,2026/07/01,1731,御國色素株式会社,【採用】御國色素,ミニマムプラン,ミニマムプラン,,,,,,mikuni@mikuni-color.co.jp,@398kmkcq,,2026/07,2027/06,1,2026/06/30,20260520MO001
