企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社エコワーク,1080001012936,,,,,info@ecowork.co.jp,0.4,,0547-37-3194,https://ecowork.co.jp/,D,gBizINFO,https://ecowork.co.jp/,人事部 ご採用ご担当者様,道路舗装工事、一般土木工事,静岡県島田市中溝町１７０３番地,105,,1965,2026-06-14T18:58:28.755Z
株式会社イワサキ経営,1080101002531,,,,,info@tax-iwasaki.com,0.4,,055-922-9870,https://www.tax-iwasaki.com/,D,gBizINFO,https://www.tax-iwasaki.com/,人事部 ご採用ご担当者様,経営コンサルタント業　他付随業務,静岡県沼津市大岡９８４番地の１,116,,,2026-06-14T18:58:29.211Z
安全ガード株式会社,1080101006838,,,,,info@anzen-guard.jp,0.4,,055-999-1711,http://www.anzen-guard.jp/,D,gBizINFO,http://www.anzen-guard.jp/,人事部 ご採用ご担当者様,警備業,静岡県駿東郡長泉町下土狩１０９８番地の８,128,,,2026-06-14T18:58:30.787Z
杉山株式会社,1080001016499,,,,,info@sugi-yama.co.jp,0.4,,054-635-3300,https://www.sugi-yama.co.jp/,D,gBizINFO,https://www.sugi-yama.co.jp/,人事部 ご採用ご担当者様,菓子製造業,静岡県藤枝市高柳１丁目１８番４１号,52,,,2026-06-14T18:58:31.454Z
株式会社ホテルサンバレー,1080101005006,,,,,info@izu3800.jp,0.4,,0559-48-3800,https://izu3800.jp/,D,gBizINFO,https://izu3800.jp/,人事部 ご採用ご担当者様,ホテル・旅館経営,静岡県伊豆の国市長岡６５９番地,160,,,2026-06-14T18:58:32.107Z
株式会社かつまた,1080101008347,,,,,info@katsu-p.com,0.4,,0545-35-0062,http://www.katsu-p.com/top.html,D,gBizINFO,http://www.katsu-p.com/top.html,人事部 ご採用ご担当者様,ピーナッツ製品・ナッツ製品・冷凍落花生・製造販売,静岡県富士市大渕３４７８番地の１,90,,,2026-06-14T18:58:32.269Z
四国パック株式会社,1080101010617,,,,,,0,,0748-20-2025,https://www.shikokupak.co.jp/,D,gBizINFO,https://www.shikokupak.co.jp/,人事部 ご採用ご担当者様,紙容器製造,静岡県富士市大渕４２２６番地２,131,,,2026-06-14T18:58:33.011Z
ピジョンホームプロダクツ株式会社,1080101010253,,,,,,0,,0545-67-3344,https://www.pigeonhomeproducts.com/,D,gBizINFO,https://www.pigeonhomeproducts.com/,人事部 ご採用ご担当者様,化粧品製造業,静岡県富士市大淵３８８５番地の１０,95,,,2026-06-14T18:58:34.414Z
株式会社カネトモ,1080001014718,,,,,info@kanetomo.com,0.4,,054-643-1515,https://kanetomo.com/,D,gBizINFO,https://kanetomo.com/,人事部 ご採用ご担当者様,１．生鮮・冷凍マグロの卸売 ２．マグロの冷凍加工 ３．倉庫運輸業,静岡県藤枝市平島６９８番地の１,148,,,2026-06-14T18:58:34.539Z
株式会社うなぎ藤田浜松店,1080401000664,,,,,info@unagifujita.com,0.4,,053-438-1515,https://www.unagifujita.com/,D,gBizINFO,https://www.unagifujita.com/,人事部 ご採用ご担当者様,うなぎ料理専門店,静岡県浜松市中央区小豆餅３丁目２１番１２号,100,,,2026-06-14T18:58:36.281Z
株式会社遠鉄ストア,1080401000838,,,,,info@entstore.co.jp,0.4,,0570-024-100,https://www.entstore.co.jp/,D,gBizINFO,https://www.entstore.co.jp/,人事部 ご採用ご担当者様,生鮮食品を中心に扱うスーパーマーケット,静岡県浜松市中央区佐鳴台４丁目１６番１０号,2999,,,2026-06-14T18:58:36.867Z
太陽工業株式会社,1240001006145,,,,,info@the-taiyo.com,0.4,,082-232-5221,https://www.the-taiyo.com/,D,gBizINFO,https://www.the-taiyo.com/,人事部 ご採用ご担当者様,運輸、鋼材販売、機械部品加工,広島県広島市中区江波南２丁目１５番１７号,153,,,2026-06-14T18:58:41.401Z
株式会社河野,1240001003357,,,,,info@transport-kono.com,0.4,,082-814-1771,https://www.transport-kono.com/,D,gBizINFO,https://www.transport-kono.com/,人事部 ご採用ご担当者様,貨物運送事業,広島県広島市安佐北区亀山７丁目１０番２１号,518,,,2026-06-14T18:58:42.023Z
株式会社アンデルセン・パン生活文化研究所,1240001006178,,,,,info@andersen-group.jp,0.4,,070-5052-0240,https://www.andersen-group.jp/recruit/rearing-support/,D,gBizINFO,https://www.andersen-group.jp/recruit/rearing-support/,人事部 ご採用ご担当者様,グループの持ち株会社として、資産管理、経営指導、研究開発等を行っています,広島県広島市中区本通７番１号,109,,,2026-06-14T18:58:42.914Z
株式会社藤伸,1240001007498,,,,,info@toshin-truck.com,0.4,,0829-43-8100,https://toshin-truck.com/,D,gBizINFO,https://toshin-truck.com/,人事部 ご採用ご担当者様,一般貨物自動車運送事業,広島県広島市佐伯区五日市港４丁目２番１号,210,,,2026-06-14T18:58:43.243Z
日産部品山陽販売株式会社,1240001008538,,,,,,0,,082-238-2811,https://buhin.nissan.co.jp/SANYO/,D,gBizINFO,https://buhin.nissan.co.jp/SANYO/,人事部 ご採用ご担当者様,自動車部品の卸売業,広島県広島市安佐南区長束４丁目１９番７号,130,,,2026-06-14T18:58:44.701Z
八洲制御システム株式会社,1240001003183,,,,,info@yashima-cs.co.jp,0.4,,082-843-3131,https://yashima-cs.co.jp/,D,gBizINFO,https://yashima-cs.co.jp/,人事部 ご採用ご担当者様,各種制御盤製造,広島県広島市安佐北区深川８丁目２番３７号,187,,,2026-06-14T18:58:47.069Z
広島荷役株式会社,1240001009544,,,,,info@hi-niyaku.co.jp,0.4,,082-254-8889,https://hi-niyaku.co.jp/,D,gBizINFO,https://hi-niyaku.co.jp/,人事部 ご採用ご担当者様,１．港湾運送事業 ２．港湾運送関連事業 ３．一般区域貨物自動車運送事業 ４．通関業,広島県広島市南区宇品海岸２丁目２３番２７号,105,,,2026-06-14T18:58:49.624Z
西川物産株式会社,1240001008331,,,,,info@nishikawa-bussan.jp,0.4,,082-874-3365,https://www.nishikawa-bussan.jp/,D,gBizINFO,https://www.nishikawa-bussan.jp/,人事部 ご採用ご担当者様,１）ゴム成型金型製造販売 ２）ゴム加工等の化成品、産業資材　製造販売 ３）自動車部品、建機、土木関連製品の製造販売,広島県広島市安佐南区山本２丁目１番２７号,182,,,2026-06-14T18:58:49.662Z
株式会社ムラカワ,1240001011657,,,,,info@murakawa-tosou.jp,0.4,,082-837-2311,https://www.murakawa-tosou.jp/,D,gBizINFO,https://www.murakawa-tosou.jp/,人事部 ご採用ご担当者様,金属塗装業,広島県広島市安佐北区安佐町大字久地１０７１番地の１,70,,,2026-06-14T18:58:49.864Z
株式会社万惣,1240001010923,,,,,info@alzo.co.jp,0.4,,082-941-5566,https://www.alzo.co.jp/,D,gBizINFO,https://www.alzo.co.jp/,人事部 ご採用ご担当者様,食品小売チェーン,広島県広島市佐伯区石内上１丁目８番１号,1676,,,2026-06-14T18:58:50.149Z
広島プラスチック株式会社,1240001022662,,,,,info@hiropla.co.jp,0.4,,0824-28-0048,https://www.hiropla.co.jp/,D,gBizINFO,https://www.hiropla.co.jp/,人事部 ご採用ご担当者様,プラスチック製品製造販売,広島県東広島市八本松町米満字小丸山１０１１８番地１,109,,,2026-06-14T18:58:51.908Z
株式会社アンデルセンサービス,1240001015716,,,,,info@andersen-group.jp,0.4,,070-5052-0240,https://www.andersen-group.jp/recruit/rearing-support/,D,gBizINFO,https://www.andersen-group.jp/recruit/rearing-support/,人事部 ご採用ご担当者様,グループ会社の総務・人事・経理・システム開発などを行っています,広島県広島市中区本通７番１号,113,,,2026-06-14T18:58:52.800Z
広島精研工業株式会社,1240001022654,,,,,info@h-seiken.co.jp,0.4,,082-434-6321,https://www.h-seiken.co.jp/,D,gBizINFO,https://www.h-seiken.co.jp/,人事部 ご採用ご担当者様,自動車用部品製造,広島県東広島市高屋台１丁目４番７号,173,,,2026-06-14T18:58:54.070Z
株式会社いでしたケアサービス,1240001020781,,,,,info@ideshita-care.jp,0.4,,042-595-6203,https://ideshita-care.jp/,D,gBizINFO,https://ideshita-care.jp/,人事部 ご採用ご担当者様,株式会社いでしたケアサービスは、広島県広島市を中心に通所介護事業所・居宅介護支援事業所を運営しております。「お客様の笑顔,広島県広島市中区紙屋町１丁目１番２０号いよぎん広島ビル５０３,130,,,2026-06-14T18:58:54.674Z
株式会社山口製作所,1240001024840,,,,,info@yamaguchi1965.jp,0.4,,0826-46-3331,https://www.yamaguchi1965.jp/,D,gBizINFO,https://www.yamaguchi1965.jp/,人事部 ご採用ご担当者様,発電所やプラント設備の部品を中心に、ロケット発射台やジェットコースターレールなど大型金属製品を設計・製造するものづくり企,広島県安芸高田市向原町戸島２４８９番地,130,,1965,2026-06-14T18:58:57.174Z
小林建設株式会社,1240001024948,,,,,info@kobayashi-1961.com,0.4,,0824-72-2185,https://kobayashi-1961.com/,D,gBizINFO,https://kobayashi-1961.com/,人事部 ご採用ご担当者様,一般土木建築業及び板金加工業　他,広島県庄原市東本町４丁目１番１号,69,,1964,2026-06-14T18:58:57.390Z
明和運送株式会社,1240001011707,,,,,info@meiwaunsou.co.jp,0.4,,082-254-6717,https://www.meiwaunsou.co.jp/,D,gBizINFO,https://www.meiwaunsou.co.jp/,人事部 ご採用ご担当者様,一般貨物自動車運送事業 自動車運送取扱事業,広島県広島市南区出島２丁目１番２６号,255,,,2026-06-14T18:59:01.203Z
三工電機株式会社,1240001025913,,,,,info@sankodenki.com,0.4,,0823-30-3505,https://www.sankodenki.com/,D,gBizINFO,https://www.sankodenki.com/,人事部 ご採用ご担当者様,船舶用電子機器製造業,広島県呉市苗代町１２６番地の３０,73,,,2026-06-14T18:59:02.035Z
柿原工業株式会社,1240001030228,,,,,info@kakihara.co.jp,0.4,,084-953-8100,https://www.kakihara.co.jp/kakihara/csr/,D,gBizINFO,https://www.kakihara.co.jp/kakihara/csr/,人事部 ご採用ご担当者様,輸送用機械器具製造業,広島県福山市箕沖町９９番地の１３,269,,,2026-06-14T18:59:04.064Z
西部運輸株式会社,1240001031060,,,,,info@seibu-trans.jp,0.4,,084-954-6540,https://seibu-trans.jp/,D,gBizINFO,https://seibu-trans.jp/,人事部 ご採用ご担当者様,道路貨物運送事業,広島県福山市箕沖町１０５番地の１７,937,,,2026-06-14T18:59:04.686Z
株式会社明乳松浦,1240001032356,,,,,info@meinyuu-matsuura.co.jp,0.4,,084-925-1703,http://meinyuu-matsuura.co.jp/,D,gBizINFO,http://meinyuu-matsuura.co.jp/,人事部 ご採用ご担当者様,牛乳・乳製品の卸売・小売 （自動販売機管理・牛乳配達ほか）,広島県福山市南蔵王町２丁目１２番２２号,350,,,2026-06-14T18:59:05.525Z
山陽マシン株式会社,1240001033016,,,,,info@sanyomachine.co.jp,0.4,,084-934-9305,http://www.sanyomachine.co.jp/,D,gBizINFO,http://www.sanyomachine.co.jp/,人事部 ご採用ご担当者様,各種工作機械の製造・販売,広島県福山市今津町大明神１１２番地の２,121,,,2026-06-14T18:59:05.719Z
株式会社青山キャピタル,1240001033073,,,,,info@aoyama-card.co.jp,0.4,,084-920-7000,https://www.aoyama-card.co.jp/,D,gBizINFO,https://www.aoyama-card.co.jp/,人事部 ご採用ご担当者様,クレジットカードに関する業務、ギフトカード発行業務、タクシーチケット業務、その他付随業務,広島県福山市船町８番１４号,79,,,2026-06-14T18:59:06.601Z
株式会社誠和,1240001038196,,,,,info@onomichi-seiwa.jp,0.4,,0848-24-2641,https://www.onomichi-seiwa.jp/,D,gBizINFO,https://www.onomichi-seiwa.jp/,人事部 ご採用ご担当者様,"ビル管理、清掃、不動産管理、広島県県営及び尾道市市営住宅指定管理者、JR事業、福祉事業 資本金：20,000千円 設立：",広島県尾道市新浜１丁目１４番１１号,294,,,2026-06-14T18:59:07.197Z
麒麟倉庫株式会社,1240001036290,,,,,info@kirin-warehouse.jp,0.4,,082-893-2222,https://kirin-warehouse.jp/,D,gBizINFO,https://kirin-warehouse.jp/,人事部 ご採用ご担当者様,,広島県広島市安芸区中野東１丁目７番１号,187,,,2026-06-14T18:59:08.883Z
松本重工業株式会社,1240001026812,,,,,info@matsumoto-jukogyo.co.jp,0.4,,0823-72-3388,http://matsumoto-jukogyo.co.jp/,D,gBizINFO,http://matsumoto-jukogyo.co.jp/,人事部 ご採用ご担当者様,自動車部品の製造,広島県呉市音戸町波多見１丁目３４番２８号,242,,,2026-06-14T18:59:10.457Z
おのみちバス株式会社,1240001039244,,,,,info@onomichibus.jp,0.4,,0848-46-4301,https://onomichibus.jp/,D,gBizINFO,https://onomichibus.jp/,人事部 ご採用ご担当者様,客自動車運送事業（路線バス・貸切バス）、総合旅行業、売店業、受託事業（千光寺山ロープウェイ・尾道市放課後児童クラブ運営等,広島県尾道市東尾道１８番地１,330,,,2026-06-14T18:59:10.981Z
仙台交通株式会社,1370001002420,,,,,info@sendaikotsu.co.jp,0.4,,022-243-2174,http://sendaikotsu.co.jp/,D,gBizINFO,http://sendaikotsu.co.jp/,人事部 ご採用ご担当者様,?地下鉄関連施設及び車両の保守管理 ?バス・地下鉄関連施設及び地下鉄車両の清掃 ?バス車両整備 ?乗車券販売等及び乗客サ,宮城県仙台市泉区泉中央１丁目８番地の３,311,,,2026-06-14T18:59:14.124Z
国分東北株式会社,1370001001380,,,,,,0,,0120-417-592,https://www.kokubu.co.jp/touhoku/,D,gBizINFO,https://www.kokubu.co.jp/touhoku/,人事部 ご採用ご担当者様,,宮城県仙台市宮城野区榴岡５丁目１番３５号５階,328,,,2026-06-14T18:59:14.137Z
弘進ゴム株式会社,1370001002973,,,,,info@kohshin-grp.co.jp,0.4,,022-214-3011,http://www.kohshin-grp.co.jp/,D,gBizINFO,http://www.kohshin-grp.co.jp/,人事部 ご採用ご担当者様,ゴム・プラスチック製品の製造卸売,宮城県仙台市若林区河原町２丁目１番１１号,334,,,2026-06-14T18:59:15.697Z
株式会社帝産キャブ仙台,1370001005596,,,,,info@teisantaxi.jp,0.4,,0120-117-101,https://www.teisantaxi.jp/,D,gBizINFO,https://www.teisantaxi.jp/,人事部 ご採用ご担当者様,タクシー業,宮城県仙台市宮城野区扇町３丁目９番１１号,110,,,2026-06-14T18:59:15.869Z
株式会社Ｂ・Ｉ,1370001005910,,,,,info@biunsou.co.jp,0.4,,022-232-7329,http://www.biunsou.co.jp/,D,gBizINFO,http://www.biunsou.co.jp/,人事部 ご採用ご担当者様,道路貨物自動車運送事業。加工食品等の入出荷管理及び配送,宮城県仙台市宮城野区扇町３丁目１番１号,610,,,2026-06-14T18:59:17.141Z
株式会社深松組,1370001010035,,,,,,0,,022-271-9211,https://fukamatsugumi.co.jp/,D,gBizINFO,https://fukamatsugumi.co.jp/,人事部 ご採用ご担当者様,建設業,宮城県仙台市青葉区荒巻本沢２丁目１８番１号,119,,,2026-06-14T18:59:19.332Z
株式会社プラス・アルトラ,1370001013401,,,,,,0,,022-266-7880,http://plus-altra.co.jp/,D,gBizINFO,http://plus-altra.co.jp/,人事部 ご採用ご担当者様,美容室経営,宮城県仙台市青葉区本町１丁目９番２号,138,,,2026-06-14T18:59:19.543Z
株式会社東京海上日動パートナーズ東北,1370001012774,,,,,,0,,0120-119-110,https://www.tnpgrp.co.jp/tohoku/index.html,D,gBizINFO,https://www.tnpgrp.co.jp/tohoku/index.html,人事部 ご採用ご担当者様,損害保険代理店業　生命保険の募集に関する業務,宮城県仙台市宮城野区榴岡３丁目４番１８号,180,,,2026-06-14T18:59:20.566Z
ケイテック株式会社,1010401182006,,,,,info@k-technology.co.jp,0.4,,0229-64-1111,https://www.k-technology.co.jp/csr/diversity/,D,gBizINFO,https://www.k-technology.co.jp/csr/diversity/,人事部 ご採用ご担当者様,電子機器の設計、試作、生産、サービス役務提供全般,宮城県加美郡加美町字雁原３２５番地,214,,,2026-06-14T18:59:21.271Z
株式会社ＬＪＰ,1370001015868,,,,,info@ljp.co.jp,0.4,,022-231-3065,https://www.ljp.co.jp/,D,gBizINFO,https://www.ljp.co.jp/,人事部 ご採用ご担当者様,一般貨物自動車運送事業,宮城県仙台市宮城野区日の出町３丁目３番１０,168,,,2026-06-14T18:59:21.403Z
株式会社Ａｒｄｉｅｎｔｅ,1370001024563,,,,,info@ardiente.jp,0.4,,022-725-5528,http://ardiente.jp/,D,gBizINFO,http://ardiente.jp/,人事部 ご採用ご担当者様,営業サービス代行事業,宮城県仙台市泉区泉中央１丁目３４番地の６,50,,,2026-06-14T18:59:22.767Z
株式会社スカイパレスアソシエイツ,1370001015661,,,,,info@skypalace.co.jp,0.4,,022-775-1122,https://www.skypalace.co.jp/,D,gBizINFO,https://www.skypalace.co.jp/,人事部 ご採用ご担当者様,結婚式場・ゲストハウス・チャペルの経営、貸衣装店の経営、ブライダルに付随する企画・立案・運営,宮城県仙台市宮城野区榴岡４丁目６番１号東武仙台第１ビル３Ｆ,164,,,2026-06-14T18:59:22.833Z
宮城製粉株式会社,1370101001859,,,,,info@miyagiseifun.jp,0.4,,0223-23-1308,http://www.miyagiseifun.jp/,D,gBizINFO,http://www.miyagiseifun.jp/,人事部 ご採用ご担当者様,食品製造 そうざい製造、菓子製造、食肉製品製造 レトルトカレー、冷凍団子、瓶詰商品、チルド惣菜等の製造販売,宮城県亘理郡亘理町逢隈高屋字堂田４２番１１,239,,,2026-06-14T18:59:22.922Z
株式会社若柳タムラ製作所,1370201003037,,,,,info@wakayanagitamura.com,0.4,,0228-32-2211,https://wakayanagitamura.com/,D,gBizINFO,https://wakayanagitamura.com/,人事部 ご採用ご担当者様,電子部品・デバイス・電子回路製造業,宮城県栗原市若柳字川南上堤４０番地の１,123,,,2026-06-14T18:59:27.005Z
株式会社緒方製作所,1370201000075,,,,,info@ogata-ss.jp,0.4,,0229-39-0532,https://www.ogata-ss.jp/,D,gBizINFO,https://www.ogata-ss.jp/,人事部 ご採用ご担当者様,電機器具部品の製造販売等,宮城県大崎市田尻字町尻１５番地の１,136,,,2026-06-14T18:59:27.012Z
株式会社阿部善商店,1370601000030,,,,,info@abezen.co.jp,0.4,,0223-64-2155,https://abezen.co.jp/,D,gBizINFO,https://abezen.co.jp/,人事部 ご採用ご担当者様,食品製造・販売,宮城県塩竈市中の島１番１１号,111,,,2026-06-14T18:59:27.997Z
東日本リフトサービス株式会社,1370601000674,,,,,info@ejls.jp,0.4,,022-365-5853,https://ejls.jp/,D,gBizINFO,https://ejls.jp/,人事部 ご採用ご担当者様,●フォークリフト持込での荷役作業の請負 ●フォークリフトの新車中古車販売・リース・レンタル・法定年次検査・修理 ※フォ,宮城県塩竈市新浜町３丁目６番８号,215,,,2026-06-14T18:59:29.017Z
株式会社ネクスト,1370201002963,,,,,info@kk-next.com,0.4,,0228-23-8101,https://www.kk-next.com/,D,gBizINFO,https://www.kk-next.com/,人事部 ご採用ご担当者様,半導体製造装置等の精密キャビネットの設計・製造、塗装、組立。,宮城県栗原市築館字城生野入の沢２３番地,114,,1997,2026-06-14T18:59:30.142Z
株式会社愛工大興,2013301006753,,,,,info@ai-taikoh.co.jp,0.4,,022-231-4142,https://www.ai-taikoh.co.jp/csr/,D,gBizINFO,https://www.ai-taikoh.co.jp/csr/,人事部 ご採用ご担当者様,電力・電気 送電線の建設工事と屋内電気設備工事を中心に事業を展開。電気を地域の皆様のもとに届けるための送電線の設置や建物,宮城県仙台市若林区卸町３丁目３番地の１３,134,,,2026-06-14T18:59:30.514Z
株式会社加賀田組,1110001001051,,,,,info@kagata.co.jp,0.4,,025-247-8188,https://www.kagata.co.jp/,D,gBizINFO,https://www.kagata.co.jp/,人事部 ご採用ご担当者様,総合建設業,新潟県新潟市中央区万代４丁目５番１５号,433,,,2026-06-14T19:00:10.480Z
株式会社日本フードリンク,1110001004293,,,,,info@j-foodrink.co.jp,0.4,,025-282-7023,https://www.j-foodrink.co.jp/,D,gBizINFO,https://www.j-foodrink.co.jp/,人事部 ご採用ご担当者様,病院・福祉施設・学校等における給食受託業務、食品加工業、自動販売機設置斡旋事業 毎日の食事が、健康な身体を作ります。,新潟県新潟市東区津島屋６丁目９９番地１,960,,,2026-06-14T19:00:11.011Z
石本酒造株式会社,1110001001258,,,,,info@koshinokanbai.co.jp,0.4,,025-276-2028,https://koshinokanbai.co.jp/,D,gBizINFO,https://koshinokanbai.co.jp/,人事部 ご採用ご担当者様,清酒製造業,新潟県新潟市江南区北山８４７番地１,75,,,2026-06-14T19:00:12.444Z
日軽新潟株式会社（閉鎖）,1110001006604,,,,,,0,,025-255-3141,https://www.nikkei-niigata.co.jp/,D,gBizINFO,https://www.nikkei-niigata.co.jp/,人事部 ご採用ご担当者様,アルミニウム関連製品の製造・販売,新潟県新潟市北区太郎代１５７２番地１９,421,,,2026-06-14T19:00:13.162Z
株式会社廣瀨,1110001000103,,,,,info@n-hirose.co.jp,0.4,,025-377-1501,https://www.n-hirose.co.jp/,D,gBizINFO,https://www.n-hirose.co.jp/,人事部 ご採用ご担当者様,土木事業・建築事業・不動産事業・測量業・産業用太陽光発電事業,新潟県新潟市西区善久８２３番地,194,,1973,2026-06-14T19:00:13.668Z
株式会社三ツ葉パーツ,1110001008344,,,,,info@mitsubah.com,0.4,,0256-72-4136,https://mitsubah.com/,D,gBizINFO,https://mitsubah.com/,人事部 ご採用ご担当者様,自動車部品・用品の卸売業,新潟県新潟市西蒲区潟頭４４７番地３,105,,,2026-06-14T19:00:14.828Z
マルタスギヨ株式会社,1110001007288,,,,,info@marutafoods.co.jp,0.4,,025-386-1171,https://www.marutafoods.co.jp/gaiyou/,D,gBizINFO,https://www.marutafoods.co.jp/gaiyou/,人事部 ご採用ご担当者様,食料品製造,新潟県新潟市秋葉区小須戸３８５２番地,249,,,2026-06-14T19:00:15.122Z
株式会社小川組,1110001007098,,,,,info@ogawagumi.com,0.4,,0250-22-1700,https://www.ogawagumi.com/,D,gBizINFO,https://www.ogawagumi.com/,人事部 ご採用ご担当者様,総合建設業,新潟県新潟市秋葉区古津１８４０番地,56,,,2026-06-14T19:00:15.467Z
株式会社ワイエムフーズ,1110001011546,,,,,info@ymfoods.co.jp,0.4,,0250-67-2821,http://www.ymfoods.co.jp/,D,gBizINFO,http://www.ymfoods.co.jp/,人事部 ご採用ご担当者様,鶏卵加工品の製造販売,新潟県阿賀野市京ヶ瀬工業団地３６１０番地１５７,330,,,2026-06-14T19:00:15.595Z
株式会社五十嵐樹脂工業所,1110001015373,,,,,info@welcome-ipi.com,0.4,,0256-52-2095,https://www.welcome-ipi.com/,D,gBizINFO,https://www.welcome-ipi.com/,人事部 ご採用ご担当者様,工業向け搬送トレー、スライドブリスター等 プラスチック製品の製造,新潟県南蒲原郡田上町大字川船河６６０番地,59,,,2026-06-14T19:00:17.289Z
菊水酒造株式会社,1110001012552,,,,,info@kikusui-sake.com,0.4,,0120-230-101,http://www.kikusui-sake.com/home/jp/,D,gBizINFO,http://www.kikusui-sake.com/home/jp/,人事部 ご採用ご担当者様,清酒製造業,新潟県新発田市島潟７５０番地,127,,,2026-06-14T19:00:17.563Z
新共企業株式会社,1110001013336,,,,,info@shinkyokk.jp,0.4,,025-256-2730,https://shinkyokk.jp/,D,gBizINFO,https://shinkyokk.jp/,人事部 ご採用ご担当者様,出光興産グループの一員として出光興産と連携し、新潟石油共同備蓄株式会社の東西基地の運営管理および新潟東港東地区防災協議会,新潟県北蒲原郡聖籠町東港１丁目１番地１７６,52,,1977,2026-06-14T19:00:18.062Z
株式会社齋鐵,1110001014128,,,,,info@saitetsu.co.jp,0.4,,0256-33-7000,https://www.saitetsu.co.jp/,D,gBizINFO,https://www.saitetsu.co.jp/,人事部 ご採用ご担当者様,冷暖房器具機械製造業,新潟県三条市井戸場８４番地８,97,,1964,2026-06-14T19:00:22.318Z
株式会社飯塚鉄工所,1110001017147,,,,,info@e-iizuka.co.jp,0.4,,0257-23-5611,https://www.e-iizuka.co.jp/,D,gBizINFO,https://www.e-iizuka.co.jp/,人事部 ご採用ご担当者様,金属部品加工製造業,新潟県柏崎市半田３丁目１５番１６号,131,,,2026-06-14T19:00:22.809Z
山崎工業株式会社,1110001017650,,,,,info@yamazakikogyo.co.jp,0.4,,0257-21-3311,https://yamazakikogyo.co.jp/,D,gBizINFO,https://yamazakikogyo.co.jp/,人事部 ご採用ご担当者様,精密プレス加工金型製造、プレス量産加工,新潟県柏崎市大字上田尻３５６９番地１,131,,,2026-06-14T19:00:23.821Z
株式会社後藤組,1110001021586,,,,,info@gotogumi.jp,0.4,,025-552-5820,https://gotogumi.jp/,D,gBizINFO,https://gotogumi.jp/,人事部 ご採用ご担当者様,道路改良、道路防雪、治山などの公共工事を主体とした土木工事と一級建築士事務所として各種の建築工事を行っています。,新潟県糸魚川市上刈６丁目１番１８号,50,,1951,2026-06-14T19:00:25.645Z
平安セレモニー株式会社,1110001019382,,,,,info@heian-co.jp,0.4,,025-524-7122,https://www.heian-co.jp/,D,gBizINFO,https://www.heian-co.jp/,人事部 ご採用ご担当者様,冠婚葬祭業,新潟県上越市高土町３丁目９番１２号,178,,,2026-06-14T19:00:28.374Z
アーネスト株式会社,1110001015448,,,,,info@ar-nest.co.jp,0.4,,0256-41-1010,https://www.ar-nest.co.jp/,D,gBizINFO,https://www.ar-nest.co.jp/,人事部 ご採用ご担当者様,日用品雑貨卸売業,新潟県三条市福島新田丁８５８番地,76,,,2026-06-14T19:00:28.378Z
株式会社エム・エー・シー．テクノロジー,1110001019928,,,,,info@mac-ltd.co.jp,0.4,,025-525-8181,http://www.mac-ltd.co.jp/,D,gBizINFO,http://www.mac-ltd.co.jp/,人事部 ご採用ご担当者様,・半導体製造装置販売 ・半導体、液晶製造工程の付帯設備及び消耗パーツの販売 ・半導体製造装置請負メンテナンス及びパーツ洗,新潟県上越市大字上中田１１７８番地,153,,,2026-06-14T19:00:29.425Z
株式会社中越自動車学校,1110001022972,,,,,info@cds625.com,0.4,,0258-22-2336,https://www.cds625.com/,D,gBizINFO,https://www.cds625.com/,人事部 ご採用ご担当者様,自動車教習所,新潟県長岡市高島町７８０番地,87,,,2026-06-14T19:00:32.905Z
ダイエープロビス株式会社,1110001022741,,,,,info@daiei-probis.com,0.4,,0120-121-850,https://www.daiei-probis.com/,D,gBizINFO,https://www.daiei-probis.com/,人事部 ご採用ご担当者様,総合建設業 建築工事一式、土木工事一式 宅地建物取引業、一級建築士事務所,新潟県長岡市宝４丁目２番地２５,118,,,2026-06-14T19:00:33.780Z
株式会社津山商店,1110001026412,,,,,info@tsuyamagroup.co.jp,0.4,,025-788-0521,http://www.tsuyamagroup.co.jp/,D,gBizINFO,http://www.tsuyamagroup.co.jp/,人事部 ご採用ご担当者様,福祉・医療・学校・事業所等の給食業務の受託 各種イベントのプロデュースおよびケータリングサービス 給食材料の供給,新潟県南魚沼市浦佐５５８２番地１,330,,,2026-06-14T19:00:34.619Z
株式会社ロン・リバイス,1110001024374,,,,,info@lonrevise.net,0.4,,0258-52-1188,https://lonrevise.net/,D,gBizINFO,https://lonrevise.net/,人事部 ご採用ご担当者様,繊維製、織物の検品加工 労働者派遣法に基づく労働者派遣事業,新潟県長岡市東町１番１１号,174,,,2026-06-14T19:00:37.215Z
株式会社マルイ,1110001025075,,,,,info@super-marui.com,0.4,,0258-66-0101,https://www.super-marui.com/,D,gBizINFO,https://www.super-marui.com/,人事部 ご採用ご担当者様,食品スーパーマーケット,新潟県見附市今町３丁目１１番６８号,1125,,,2026-06-14T19:00:38.355Z
合同会社ソシオ,1110003000910,,,,,info@yattoko-group.com,0.4,,090-6257-3033,https://yattoko-group.com/,D,gBizINFO,https://yattoko-group.com/,人事部 ご採用ご担当者様,飲食業（和食居酒屋）,新潟県新潟市中央区米山４丁目１７－１５ビルズガレット１Ｆ,96,,,2026-06-14T19:00:40.407Z
